abc_profit,abc_revenue,available_to_ship,avg_daily_sales_official,avg_daily_stock_official,avg_unit_revenue,barcode,cogs,current_winner,damaged,gross_profit,historical_only_hit,in_sale,inventory_row_id,key,marketplace_fee,net_revenue,product_id,profit_margin_pct,reorder_candidate,returns,returns_stock,revenue,sale_price,seller_sku_id,sku,stale_stock,status,stock_cover_days,stock_value_sale,stockout_risk,storage_cost_per_day,title,to_ship,total_stock,turnover_days_official,units_sold
C,C,1000,0.0,0.0,0.0,1000000233094,0.0,False,0,0.0,True,0,23309,WONDERS-КУБИКИ1-ЖЕЛТ,0.0,0.0,9902,0.0,False,0,0,0.0,170.0,,WONDERS-КУБИКИ1-ЖЕЛТ,False,Закончился,,0.0,False,0.0,Кубики 9 штук,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000233100,0.0,False,0,0.0,True,0,23310,WONDERS-КУБИКИ1-БЕЛЫЙ,0.0,0.0,9902,0.0,False,0,0,0.0,170.0,,WONDERS-КУБИКИ1-БЕЛЫЙ,False,Закончился,,0.0,False,0.0,Кубики 9 штук,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000233704,0.0,False,0,0.0,True,0,23370,WONDERS-МЕМОРИ1,0.0,0.0,9926,0.0,False,0,1,0.0,749.0,,WONDERS-МЕМОРИ1,False,Возврат,,0.0,False,0.0,Игра настольная Мемори мемо на память и логику,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000233711,0.0,False,0,0.0,True,0,23371,WONDERS-ГОНОЧНЫ,0.0,0.0,9927,0.0,False,0,1,0.0,1750.0,,WONDERS-ГОНОЧНЫ,False,Возврат,,0.0,False,0.0,Гоночный трек с 4 машинками,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000234992,0.0,False,0,0.0,True,0,23499,WONDERS-СЛОНЁН1,0.0,0.0,10005,0.0,False,0,0,0.0,550.0,,WONDERS-СЛОНЁН1,False,Закончился,,0.0,False,0.0,Сортер 'Логический слонёнок',0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000240344,0.0,False,0,0.0,True,0,24034,WONDERS-ЗАЙКИПЗ,0.0,0.0,10198,0.0,False,0,0,0.0,599.0,,WONDERS-ЗАЙКИПЗ,False,Закончился,,0.0,False,0.0,Деревянный пазл 'Семья кроликов',0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000243000,0.0,False,0,0.0,True,0,24300,WONDERS-ПИРАМИД,0.0,0.0,10314,0.0,False,0,0,0.0,210.0,,WONDERS-ПИРАМИД,False,Закончился,,0.0,False,0.0,Пирамидка деревянная,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000243475,0.0,False,0,0.0,True,0,24347,WONDERS-ЯЩИКСОР,0.0,0.0,10328,0.0,False,0,0,0.0,760.0,,WONDERS-ЯЩИКСОР,False,Закончился,,0.0,False,0.0,Сортировочный бокс 80 предметов,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000250749,0.0,False,0,0.0,True,0,25074,WONDERS-ПИРМАЛ1,0.0,0.0,10659,0.0,False,0,0,0.0,199.0,,WONDERS-ПИРМАЛ1,False,Закончился,,0.0,False,0.0,Деревянная пирамидка,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000305456,0.0,False,0,0.0,True,0,30545,WONDERS-КНСТСАМ,0.0,0.0,12903,0.0,False,0,0,0.0,800.0,,WONDERS-КНСТСАМ,False,Закончился,,0.0,False,0.0,Деревянный конструктор. Большой набор.,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000305845,0.0,False,0,0.0,True,0,30584,WONDERS-КОНСТРУ,0.0,0.0,12912,0.0,False,0,0,0.0,600.0,,WONDERS-КОНСТРУ,False,Закончился,,0.0,False,0.0,Конструктор деревянный 'Creative blocks' 40 штук,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000306255,0.0,False,0,0.0,True,0,30625,WONDERS-АВТОВОЗ,0.0,0.0,12919,0.0,False,0,0,0.0,800.0,,WONDERS-АВТОВОЗ,False,Закончился,,0.0,False,0.0,Автовоз,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000306699,0.0,False,0,0.0,True,0,30669,WONDERS-ДОМСОРТ,0.0,0.0,12930,0.0,False,0,0,0.0,760.0,,WONDERS-ДОМСОРТ,False,Закончился,,0.0,False,0.0,Домик - сортер деревянный,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000315295,0.0,False,0,0.0,True,0,31529,WONDERS-СОРТ2Х2,0.0,0.0,13241,0.0,False,0,0,0.0,395.0,,WONDERS-СОРТ2Х2,False,Закончился,,0.0,False,0.0,Сортер для развития мелкой моторики 2х2,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000315301,0.0,False,0,0.0,True,0,31530,WONDERS-СОРТЕРТ,0.0,0.0,13242,0.0,False,0,0,0.0,400.0,,WONDERS-СОРТЕРТ,False,Закончился,,0.0,False,0.0,Деревянный сортер 'Тетрис' - Собери квадрат,0,0,0.0,0
C,C,982,0.0,18.0,0.0,1000000315363,0.0,False,0,0.0,False,18,31536,WONDERS-ГОЛОВОЛ-ЧЕРН,0.0,0.0,13252,0.0,False,0,0,0.0,990.0,,WONDERS-ГОЛОВОЛ-ЧЕРН,True,В продаже,,17820.0,False,0.0,Детская деревянная игрушка Мозаика Геоанимо,0,18,0.0,0
C,C,984,0.0,16.0,0.0,1000000315370,0.0,False,0,0.0,False,16,31537,WONDERS-ГОЛОВОЛ-ОРАНЖ,0.0,0.0,13252,0.0,False,0,1,0.0,891.0,,WONDERS-ГОЛОВОЛ-ОРАНЖ,True,В продаже,,14256.0,False,0.0,Детская деревянная игрушка Мозаика Геоанимо,0,16,0.0,0
C,C,1000,0.0,0.0,0.0,1000000315448,0.0,False,0,0.0,True,0,31544,WONDERS-МГНЛИЦА,0.0,0.0,13255,0.0,False,0,0,0.0,750.0,,WONDERS-МГНЛИЦА,False,Закончился,,0.0,False,0.0,Магнитный конструктор 'Смешные лица',0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000315455,0.0,False,0,0.0,True,0,31545,WONDERS-МГНМЕДВ,0.0,0.0,13256,0.0,False,0,0,0.0,580.0,,WONDERS-МГНМЕДВ,False,Закончился,,0.0,False,0.0,Магнитный конструктор 'Весёлые друзья',0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000315462,0.0,False,0,0.0,True,0,31546,WONDERS-КУБИКИМ-25ШТВКО,0.0,0.0,13263,0.0,False,0,2,0.0,150.0,,WONDERS-КУБИКИМ-25ШТВКО,False,Возврат,,0.0,False,0.0,Деревянные кубики 5 цветов,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000315479,0.0,False,0,0.0,True,0,31547,WONDERS-КУБИКИМ-50ШТЮВК,0.0,0.0,13263,0.0,False,0,0,0.0,210.0,,WONDERS-КУБИКИМ-50ШТЮВК,False,Закончился,,0.0,False,0.0,Деревянные кубики 5 цветов,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000315622,0.0,False,0,0.0,True,0,31562,WONDERS-ДЖЭНГА1,0.0,0.0,13270,0.0,False,0,0,0.0,490.0,,WONDERS-ДЖЭНГА1,False,Закончился,,0.0,False,0.0,Игра 'Джэнга' 6 цветов,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000315783,0.0,False,0,0.0,True,0,31578,WONDERS-ВКЛАДЫШ-ЧЕРН,0.0,0.0,13276,0.0,False,0,0,0.0,550.0,,WONDERS-ВКЛАДЫШ-ЧЕРН,False,Закончился,,0.0,False,0.0,Пазлы - вкладыши деревянные фигуры,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000315790,0.0,False,0,0.0,True,0,31579,WONDERS-ВКЛАДЫШ-СЕРЫЙ,0.0,0.0,13276,0.0,False,0,0,0.0,550.0,,WONDERS-ВКЛАДЫШ-СЕРЫЙ,False,Закончился,,0.0,False,0.0,Пазлы - вкладыши деревянные фигуры,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000315806,0.0,False,0,0.0,True,0,31580,WONDERS-ВКЛАДЫШ-БЕЛЫЙ,0.0,0.0,13276,0.0,False,0,0,0.0,550.0,,WONDERS-ВКЛАДЫШ-БЕЛЫЙ,False,Закончился,,0.0,False,0.0,Пазлы - вкладыши деревянные фигуры,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000316698,0.0,False,0,0.0,True,0,31669,WONDERS-ШНРЁЖИК,0.0,0.0,13313,0.0,False,0,0,0.0,750.0,,WONDERS-ШНРЁЖИК,False,Закончился,,0.0,False,0.0,Шнуровка 'Запасливый Ёжик',0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000316810,0.0,False,0,0.0,True,0,31681,WONDERS-СВИСТОК-ЧЕРН,0.0,0.0,13316,0.0,False,0,0,0.0,60.0,,WONDERS-СВИСТОК-ЧЕРН,False,Закончился,,0.0,False,0.0,Деревянный свисток - человечек,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000316827,0.0,False,0,0.0,True,0,31682,WONDERS-СВИСТОК-КРАСН,0.0,0.0,13316,0.0,False,0,0,0.0,60.0,,WONDERS-СВИСТОК-КРАСН,False,Закончился,,0.0,False,0.0,Деревянный свисток - человечек,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000316834,0.0,False,0,0.0,True,0,31683,WONDERS-СВИСТОК-СИНИЙ,0.0,0.0,13316,0.0,False,0,0,0.0,60.0,,WONDERS-СВИСТОК-СИНИЙ,False,Закончился,,0.0,False,0.0,Деревянный свисток - человечек,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000316841,0.0,False,0,0.0,True,0,31684,WONDERS-СВИСТОК-ГОЛУБ,0.0,0.0,13316,0.0,False,0,0,0.0,60.0,,WONDERS-СВИСТОК-ГОЛУБ,False,Закончился,,0.0,False,0.0,Деревянный свисток - человечек,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000316957,0.0,False,0,0.0,True,0,31695,WONDERS-СВИНКА,0.0,0.0,13321,0.0,False,0,0,0.0,250.0,,WONDERS-СВИНКА,False,Закончился,,0.0,False,0.0,Свинка на облаке,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000317022,0.0,False,0,0.0,True,0,31702,WONDERS-ШНРБАНК-КРАСН,0.0,0.0,13323,0.0,False,0,0,0.0,450.0,,WONDERS-ШНРБАНК-КРАСН,False,Закончился,,0.0,False,0.0,Игрушка-шнуровка в контейнере 45 шт,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000317039,0.0,False,0,0.0,True,0,31703,WONDERS-ШНРБАНК-СИНИЙ,0.0,0.0,13323,0.0,False,0,0,0.0,450.0,,WONDERS-ШНРБАНК-СИНИЙ,False,Закончился,,0.0,False,0.0,Игрушка-шнуровка в контейнере 45 шт,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000317107,0.0,False,0,0.0,True,0,31710,WONDERS-МАШКОНС,0.0,0.0,13326,0.0,False,0,0,0.0,650.0,,WONDERS-МАШКОНС,False,Закончился,,0.0,False,0.0,Машинка-конструктор и Стучалка 2в1 деревянная,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000319262,0.0,False,0,0.0,True,0,31926,WONDERS-ГАРМОНЬ-КРАСН,0.0,0.0,13399,0.0,False,0,0,0.0,150.0,,WONDERS-ГАРМОНЬ-КРАСН,False,Закончился,,0.0,False,0.0,Губная деревянная гармошка,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000319279,0.0,False,0,0.0,True,0,31927,WONDERS-ГАРМОНЬ-ЗЕЛЕН,0.0,0.0,13399,0.0,False,0,0,0.0,150.0,,WONDERS-ГАРМОНЬ-ЗЕЛЕН,False,Закончился,,0.0,False,0.0,Губная деревянная гармошка,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000319286,0.0,False,0,0.0,True,0,31928,WONDERS-ГАРМОНЬ-ЖЕЛТ,0.0,0.0,13399,0.0,False,0,0,0.0,150.0,,WONDERS-ГАРМОНЬ-ЖЕЛТ,False,Закончился,,0.0,False,0.0,Губная деревянная гармошка,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000319293,0.0,False,0,0.0,True,0,31929,WONDERS-ГАРМОНЬ-СИНИЙ,0.0,0.0,13399,0.0,False,0,0,0.0,150.0,,WONDERS-ГАРМОНЬ-СИНИЙ,False,Закончился,,0.0,False,0.0,Губная деревянная гармошка,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000319309,0.0,False,0,0.0,True,0,31930,WONDERS-ГАРМОНЬ-ГОЛУБ,0.0,0.0,13399,0.0,False,0,0,0.0,150.0,,WONDERS-ГАРМОНЬ-ГОЛУБ,False,Закончился,,0.0,False,0.0,Губная деревянная гармошка,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000320039,0.0,False,0,0.0,True,0,32003,WONDERS-КРАСОЧН-КРАСН,0.0,0.0,13406,0.0,False,0,0,0.0,170.0,,WONDERS-КРАСОЧН-КРАСН,False,Закончился,,0.0,False,0.0,Деревянные погремушки - маракасы 19 см,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000320046,0.0,False,0,0.0,True,0,32004,WONDERS-КРАСОЧН-ЛАЙМ,0.0,0.0,13406,0.0,False,0,0,0.0,170.0,,WONDERS-КРАСОЧН-ЛАЙМ,False,Закончился,,0.0,False,0.0,Деревянные погремушки - маракасы 19 см,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000320053,0.0,False,0,0.0,True,0,32005,WONDERS-КРАСОЧН-ЖЕЛТ,0.0,0.0,13406,0.0,False,0,0,0.0,170.0,,WONDERS-КРАСОЧН-ЖЕЛТ,False,Закончился,,0.0,False,0.0,Деревянные погремушки - маракасы 19 см,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000320060,0.0,False,0,0.0,True,0,32006,WONDERS-КРАСОЧН-КОРАЛЛ,0.0,0.0,13406,0.0,False,0,0,0.0,170.0,,WONDERS-КРАСОЧН-КОРАЛЛ,False,Закончился,,0.0,False,0.0,Деревянные погремушки - маракасы 19 см,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000320077,0.0,False,0,0.0,True,0,32007,WONDERS-КРАСОЧН-СИНИЙ,0.0,0.0,13406,0.0,False,0,0,0.0,170.0,,WONDERS-КРАСОЧН-СИНИЙ,False,Закончился,,0.0,False,0.0,Деревянные погремушки - маракасы 19 см,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000320084,0.0,False,0,0.0,True,0,32008,WONDERS-КРАСОЧН-МОРСК,0.0,0.0,13406,0.0,False,0,0,0.0,170.0,,WONDERS-КРАСОЧН-МОРСК,False,Закончился,,0.0,False,0.0,Деревянные погремушки - маракасы 19 см,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000320091,0.0,False,0,0.0,True,0,32009,WONDERS-КРАСОЧН-ОРАНЖ,0.0,0.0,13406,0.0,False,0,0,0.0,170.0,,WONDERS-КРАСОЧН-ОРАНЖ,False,Закончился,,0.0,False,0.0,Деревянные погремушки - маракасы 19 см,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000320145,0.0,False,0,0.0,True,0,32014,WONDERS-БУБНЫ-КЛУБНИК,0.0,0.0,13408,0.0,False,0,0,0.0,147.0,,WONDERS-БУБНЫ-КЛУБНИК,False,Закончился,,0.0,False,0.0,Бубен,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000320152,0.0,False,0,0.0,True,0,32015,WONDERS-БУБНЫ-БОЖЬЯКО,0.0,0.0,13408,0.0,False,0,0,0.0,147.0,,WONDERS-БУБНЫ-БОЖЬЯКО,False,Закончился,,0.0,False,0.0,Бубен,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000320169,0.0,False,0,0.0,True,0,32016,WONDERS-БУБНЫ-ЛЯГУШКА,0.0,0.0,13408,0.0,False,0,0,0.0,147.0,,WONDERS-БУБНЫ-ЛЯГУШКА,False,Закончился,,0.0,False,0.0,Бубен,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000320183,0.0,False,0,0.0,True,0,32018,WONDERS-БУБНЫ-РЫБКА,0.0,0.0,13408,0.0,False,0,0,0.0,147.0,,WONDERS-БУБНЫ-РЫБКА,False,Закончился,,0.0,False,0.0,Бубен,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000320190,0.0,False,0,0.0,True,0,32019,WONDERS-БУБНЫ-МНОГОРЫ,0.0,0.0,13408,0.0,False,0,0,0.0,147.0,,WONDERS-БУБНЫ-МНОГОРЫ,False,Закончился,,0.0,False,0.0,Бубен,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000329483,0.0,False,0,0.0,True,0,32948,WONDERS-ИГРВАНН,0.0,0.0,13772,0.0,False,0,0,0.0,260.0,,WONDERS-ИГРВАНН,False,Закончился,,0.0,False,0.0,Набор игрушек для ванны,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000329490,0.0,False,0,0.0,True,0,32949,WONDERS-КОНТУРН-ЧЕРН,0.0,0.0,13773,0.0,False,0,0,0.0,350.0,,WONDERS-КОНТУРН-ЧЕРН,False,Закончился,,0.0,False,0.0,Контурные пазлы 6 картинок в коробке,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000329506,0.0,False,0,0.0,True,0,32950,WONDERS-КОНТУРН-БЕЛЫЙ,0.0,0.0,13773,0.0,False,0,0,0.0,350.0,,WONDERS-КОНТУРН-БЕЛЫЙ,False,Закончился,,0.0,False,0.0,Контурные пазлы 6 картинок в коробке,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000329513,0.0,False,0,0.0,True,0,32951,WONDERS-КОНТУРН-КРАСН,0.0,0.0,13773,0.0,False,0,0,0.0,350.0,,WONDERS-КОНТУРН-КРАСН,False,Закончился,,0.0,False,0.0,Контурные пазлы 6 картинок в коробке,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000329520,0.0,False,0,0.0,True,0,32952,WONDERS-КОНТУРН-ЗОЛОТ,0.0,0.0,13773,0.0,False,0,0,0.0,350.0,,WONDERS-КОНТУРН-ЗОЛОТ,False,Закончился,,0.0,False,0.0,Контурные пазлы 6 картинок в коробке,0,0,0.0,0
C,C,998,0.0,2.0,0.0,1000000738216,0.0,False,0,0.0,False,2,73821,WONDERS-СЕРПАНТ,0.0,0.0,28819,0.0,False,0,1,0.0,1125.0,,WONDERS-СЕРПАНТ,True,В продаже,,2250.0,False,0.0,Игрушка для развития моторики 'Серпантинка',0,2,0.0,0
C,C,1000,0.0,0.0,0.0,1000000773781,0.0,False,0,0.0,True,0,77378,WONDERS-КАКТУС,0.0,0.0,29845,0.0,False,0,0,0.0,950.0,,WONDERS-КАКТУС,False,Закончился,,0.0,False,0.0,Деревянный конструктор - балансир Кактус,0,0,0.0,0
C,C,973,0.0,27.0,0.0,1000000787412,0.0,False,0,0.0,False,27,78741,WONDERS-ДОМИНО,0.0,0.0,30429,0.0,False,0,0,0.0,801.0,,WONDERS-ДОМИНО,True,В продаже,,21627.0,False,0.0,Детское Домино Половинки 'Животные и игрушки' 28 плашек,0,27,0.0,0
C,C,1000,0.0,0.0,0.0,1000000789485,0.0,False,0,0.0,True,0,78948,WONDERS-МЕТАЛЛО-БЕЛЫЙ,0.0,0.0,30518,0.0,False,0,0,0.0,450.0,,WONDERS-МЕТАЛЛО-БЕЛЫЙ,False,Закончился,,0.0,False,0.0,Металлофон 8 нот,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000789492,0.0,False,0,0.0,True,0,78949,WONDERS-МЕТАЛЛО-ОРАНЖ,0.0,0.0,30518,0.0,False,0,1,0.0,450.0,,WONDERS-МЕТАЛЛО-ОРАНЖ,False,Возврат,,0.0,False,0.0,Металлофон 8 нот,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000796520,0.0,False,0,0.0,True,0,79652,WONDERS-ЁЖМАГНИ,0.0,0.0,30784,0.0,False,0,0,0.0,690.0,,WONDERS-ЁЖМАГНИ,False,Закончился,,0.0,False,0.0,Деревянная игрушка - конструктор Ёжик,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000797442,0.0,False,0,0.0,True,0,79744,WONDERS-ТАНГРАМ,0.0,0.0,30810,0.0,False,0,0,0.0,399.0,,WONDERS-ТАНГРАМ,False,Закончился,,0.0,False,0.0,Танграм в нежных тонах,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000819076,0.0,False,0,0.0,True,0,81907,WONDERS-СОРТЕР2,0.0,0.0,31666,0.0,False,0,0,0.0,550.0,,WONDERS-СОРТЕР2,False,Закончился,,0.0,False,0.0,Сортер 2 в 1 для развития мелкой моторики,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000825718,0.0,False,0,0.0,True,0,82571,WONDERS-ЦВЕТКОД,0.0,0.0,31882,0.0,False,0,0,0.0,2450.0,,WONDERS-ЦВЕТКОД,False,Закончился,,0.0,False,0.0,Головоломка BONDIBON Smart Games Цветовой код (ВВ0352),0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000928341,0.0,False,0,0.0,True,0,92834,WONDERS-ВЕСЫБАЛ,0.0,0.0,35438,0.0,False,0,0,0.0,550.0,,WONDERS-ВЕСЫБАЛ,False,Закончился,,0.0,False,0.0,Развивающая игрушка - балансир Весы,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000932881,0.0,False,0,0.0,True,0,93288,WONDERS-ЛЬВЁНОК,0.0,0.0,35657,0.0,False,0,0,0.0,550.0,,WONDERS-ЛЬВЁНОК,False,Закончился,,0.0,False,0.0,Сортер 'Львёнок',0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000933307,0.0,False,0,0.0,True,0,93330,WONDERS-ЧЕРВЯЧК-ЯБЛОКО,0.0,0.0,35682,0.0,False,0,0,0.0,790.0,,WONDERS-ЧЕРВЯЧК-ЯБЛОКО,False,Закончился,,0.0,False,0.0,Деревянная игрушка магнитная рыбалка ' Поймай червячка ' яблоко  клубничка,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000933314,0.0,False,0,0.0,True,0,93331,WONDERS-ЧЕРВЯЧК-ГРУША,0.0,0.0,35682,0.0,False,0,0,0.0,790.0,,WONDERS-ЧЕРВЯЧК-ГРУША,False,Закончился,,0.0,False,0.0,Деревянная игрушка магнитная рыбалка ' Поймай червячка ' яблоко  клубничка,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000933321,0.0,False,0,0.0,True,0,93332,WONDERS-ЧЕРВЯЧК-КЛУБНИК,0.0,0.0,35682,0.0,False,0,1,0.0,790.0,,WONDERS-ЧЕРВЯЧК-КЛУБНИК,False,Возврат,,0.0,False,0.0,Деревянная игрушка магнитная рыбалка ' Поймай червячка ' яблоко  клубничка,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000936094,0.0,False,0,0.0,True,0,93609,WONDERS-СЛОНИКБ,0.0,0.0,35817,0.0,False,0,0,0.0,350.0,,WONDERS-СЛОНИКБ,False,Закончился,,0.0,False,0.0,Деревянная игрушка - балансир 'Слонёнок',0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000945263,0.0,False,0,0.0,True,0,94526,WONDERS-ДЖЕНГА2,0.0,0.0,36210,0.0,False,0,0,0.0,510.0,,WONDERS-ДЖЕНГА2,False,Закончился,,0.0,False,0.0,Игра Дженга / Падающая башня,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000976915,0.0,False,0,0.0,True,0,97691,WONDERS-НАБВАНН,0.0,0.0,37714,0.0,False,0,0,0.0,390.0,,WONDERS-НАБВАНН,False,Закончился,,0.0,False,0.0,Игровой набор для купания,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000982442,0.0,False,0,0.0,True,0,98244,WONDERS-ВКЛЦВЕТ,0.0,0.0,38040,0.0,False,0,0,0.0,230.0,,WONDERS-ВКЛЦВЕТ,False,Закончился,,0.0,False,0.0,Доска-вкладыши,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000996111,0.0,False,0,0.0,True,0,99611,WONDERS-ДОРИСУЙ-ОРАНЖ,0.0,0.0,38753,0.0,False,0,0,0.0,499.0,,WONDERS-ДОРИСУЙ-ОРАНЖ,False,В продаже,,0.0,False,0.0,Учимся рисовать тренажер по рисованию компактные развивающие игры в дорогу Bondibon,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000999624,0.0,False,0,0.0,True,0,99962,WONDERS-ОТЛИЧИЯ,0.0,0.0,38757,0.0,False,0,0,0.0,620.0,,WONDERS-ОТЛИЧИЯ,False,Закончился,,0.0,False,0.0,'Найди отличия!' - компактная развивающая игра в дорогу Bondibon,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000999693,0.0,False,0,0.0,True,0,99969,WONDERS-ЛОГИЧ1,0.0,0.0,38891,0.0,False,0,0,0.0,750.0,,WONDERS-ЛОГИЧ1,False,Закончился,,0.0,False,0.0,Компактные развивающие игры в дорогу ЛОГИЧЕСКИЕ ИГРЫ Bondibon,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000999785,0.0,False,0,0.0,True,0,99978,WONDERS-ЛОГИЧ2,0.0,0.0,38897,0.0,False,0,0,0.0,750.0,,WONDERS-ЛОГИЧ2,False,Закончился,,0.0,False,0.0,Логические игры. Серия Компактные развивающие игры в дорогу,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000000999983,0.0,False,0,0.0,True,0,99998,WONDERS-САМБЫСТ,0.0,0.0,38902,0.0,False,0,0,0.0,750.0,,WONDERS-САМБЫСТ,False,Закончился,,0.0,False,0.0,Компактные развивающие игры в дорогу САМЫЙ БЫСТРЫЙ от Bondibon,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000001000572,0.0,False,0,0.0,True,0,100057,WONDERS-ТАНГОСЖ,0.0,0.0,38919,0.0,False,0,0,0.0,1520.0,,WONDERS-ТАНГОСЖ,False,Закончился,,0.0,False,0.0,Магнитная игра для путешествий Тангос 'Животные',0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000001003016,0.0,False,0,0.0,True,0,100301,WONDERS-НАБВАН1,0.0,0.0,39096,0.0,False,0,0,0.0,300.0,,WONDERS-НАБВАН1,False,Закончился,,0.0,False,0.0,Набор игрушек для купания BONDIBON - 'Корабль дельфин утенок черепаха',0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000001003030,0.0,False,0,0.0,True,0,100303,WONDERS-НАБВАН2,0.0,0.0,39098,0.0,False,0,0,0.0,385.0,,WONDERS-НАБВАН2,False,Закончился,,0.0,False,0.0,Набор игрушек-пищалок для купания BONDIBON Подводный мир 8 шт/упак,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000001003269,0.0,False,0,0.0,True,0,100326,WONDERS-МАРИОНЕ-ДИНОЗАВ,0.0,0.0,39115,0.0,False,0,0,0.0,220.0,,WONDERS-МАРИОНЕ-ДИНОЗАВ,False,Закончился,,0.0,False,0.0,Марионетки Куклы/Пираты/Динозавры - Набор для творчества  от BONDIBON.,0,0,0.0,0
