rank,product_id,group,title,sold,price,active,rating
765,367283,Деревянные игрушки и шнуровки,"Конструктор деревянный, детский, ""Городок""",2,863.59,2,0.0
766,304939,Магнитные игры и одевашки,"Магнитный конструктор Bondibon ""Магнитоформы"" 14 деталей",2,1050.0,0,0.0
767,138714,Настольные и карточные игры,"Настольная игра ""Найди противоположности""",2,444.99,1,0.0
768,138710,Пазлы,"Пазлы парные ""Кто и что ест?""- настольная игра для малышей от Bondibon",2,390.0,0,0.0
769,102678,Прочее,"Набор для творчества ""Копилка-подарок"" Кошечка.",2,450.0,0,0.0
770,39377,Настольные и карточные игры,МОРЕ В МЕШКЕ - Настольная игра (от 5 лет) от Bondibon,2,588.0,0,0.0
771,39376,Настольные и карточные игры,НОС в НОС - Настольная игра Bondibon,2,644.0,0,0.0
772,39315,Прочее,"Набор для творчества Bondibon""Ёлочные украшения"" (паровоз, снеговик, колокольчик, лошадка)",2,260.0,0,0.0
773,39267,Настольные и карточные игры,Лопни пузырь - Настольная игра Bondibon,2,285.0,0,0.0
774,39253,Магнитные игры и одевашки,Умные утки-Магнитная игра Bondibon для путешествий,2,620.0,0,0.0
775,4020500,Настольные и карточные игры,"Настольная игра на скорость Замурчательная рыбалка, развивающая, 62 карты, 5+",1,499.0,9,0.0
776,3428231,Книги и обучающие материалы,Книжка - игрушка с колёсами. Синий трактор. Транспорт,1,434.13,9,0.0
777,3402012,"Животные, фигурки и наборы","Книжка с окошками. Синий трактор. Домашние, дикие животные, Транспорт",1,299.0,33,0.0
778,3064728,Пазлы,"Подарочный набор, 3в1, ""Медвежонок Мэни"", картонная книга, пазл, игрушка",1,499.0,10,0.0
779,2559218,Книги и обучающие материалы,Развивающие чёрно-белые картинки для новорождённых. Книжка-бортик по методике Г. Домана,1,849.0,19,0.0
780,2206950,Мягкие игрушки и театр,"Мягкая игрушка из плюша ""Монстрик своими руками""",1,759.0,15,0.0
781,2203303,Деревянные игрушки и шнуровки,Трактор деревянная игрушка - шнуровка,1,249.0,34,0.0
782,1607182,Прочее,"Сортер ""Ёжик и трактор""",1,1035.0,3,0.0
783,1546047,Настольные и карточные игры,"Настольная игра ""Логомозаика. Звуки Р, Р и Л, Л""",1,675.0,4,0.0
784,1528955,Настольные и карточные игры,"Настольная игра ""Логомозаика. Звуки Ш и Ж""",1,667.5,3,0.0
785,1528908,Настольные и карточные игры,"Настольная игра BONDIBON ""Логомозаика. Звуки Л и Л""",1,600.75,4,0.0
786,925264,Настольные и карточные игры,Лото детское для малышей. Настольная игра для девочек,1,556.25,5,0.0
787,844817,Прочее,"Досочки ""Сегена""",1,765.0,3,0.0
788,694192,Магнитные игры и одевашки,"Магнитная мозаика ""Забавные зверюшки""",1,391.5,4,0.0
789,494348,Прочее,"Бизиборд ""Календарь"" от Алатойс",1,667.5,2,0.0
790,487998,Пазлы,Сортер деревяный Пазл Автомобили. Развивающая игрушка,1,365.0,7,0.0
791,456852,Прочее,"Металлофон ""Паровозик"" 7 планок",1,790.0,0,0.0
792,456812,Деревянные игрушки и шнуровки,"Деревянная игрушка - Сортер ""Фигуры",1,454.09,4,0.0
793,453768,Пазлы,"Пазл ""Транспорт"" Алатойс",1,365.0,8,0.0
794,452111,Пазлы,Деревянный Сортер Пазл Цифры. Учимся считать,1,585.0,7,0.0
795,446999,Деревянные игрушки и шнуровки,"Шнуровка ""Океан""",1,320.0,3,0.0
796,417007,Прочее,Сортер 17,1,441.0,6,0.0
797,352924,Прочее,"Бизиборд - сортер, часики",1,681.59,3,0.0
798,322470,Пазлы,Пазл Дроби-круги,1,320.0,8,0.0
799,78734,Прочее,"Мозайка ""Веселые мордашки""",1,690.0,0,0.0
800,77347,Творчество и рукоделие,"Французские опыты Науки с Буки BONDIBON, н-р мылов-я Маленькое чудо. Мыло пончик",1,590.0,0,0.0
801,77333,Настольные и карточные игры,Детективы - настольная обучающая игра Bondibon,1,599.0,0,0.0
802,77310,Прочее,"Логическая игра Bondibon ""Камелот""",1,1950.0,0,0.0
803,46071,"Кубики, мозаика и пирамидки","Конструктор-мозаика 129 дет.,Воndibon,  серия ""Папины дети"", ВОХ 25,5х7,8х25,5 см.",1,660.0,0,0.0
804,45714,Настольные и карточные игры,Обучающие игры Bondibon Настольная игра ДЕТЕКТИВЫ,1,599.0,0,0.0
805,4022592,Настольные и карточные игры,"Настольная игра Дом бобра, развивающая, 5+",0,549.0,10,0.0
806,3872796,Книги и обучающие материалы,Книга Правда или нет? Мир животных,0,199.0,40,0.0
807,2737040,Прочее,Развивающий набор Навыки XXI века. Я учусь придумывать,0,239.0,50,0.0
808,2334488,"Животные, фигурки и наборы","Конструктор ""Комната принцессы"", 2 фигурки, 282 детали",0,999.0,5,0.0
809,2202652,Прочее,Светящийся вертушек вертолётикс рогаткой,0,129.0,0,0.0
810,1607082,Книги и обучающие материалы,"Интерактивная азбука ""Буквы и слоги""",0,1518.0,13,0.0
811,1607054,Прочее,"Танграм ""Тетрис""",0,681.59,21,0.0
812,1559949,Пазлы,"Настольная детская игра ""Логопазлы. Парные согласные В-Ф, Б-П"" 2 в 1",0,998.76,18,0.0
813,1547484,Прочее,"Нарукавники для плавания, оранжевые, 3-6 лет",0,299.0,0,0.0
814,1546092,Настольные и карточные игры,"Настольная игра ""Логомозаика звуки З, З И С, С"" Играй Думай Учись Bondibon",0,675.0,5,0.0
815,539363,Прочее,"Бизиборд ""Часики"" + времена года и дни недели",0,1426.0,3,0.0
816,507026,Прочее,Нарукавники Морской приятель 19х19см 3-6 лет,0,250.0,0,0.0
817,452401,Деревянные игрушки и шнуровки,"Детская развивающая игрушка деревянная Бизиборд ""Шестерёнки""",0,990.0,2,0.0
818,447077,Пазлы,"Сортер деревяныый Пазл - вкладыш ""Океан""",0,365.0,10,0.0
819,414763,Настольные и карточные игры,"Игра Мемори ""Овощи""",0,365.0,0,0.0
820,37724,Прочее,Набор для игры в песочнице,0,380.0,0,0.0
821,32298,Конструкторы,"Конструктор ""Дерево""",0,750.0,0,0.0
822,30786,Прочее,Детские кегли ПИРАТЫ,0,350.0,0,0.0
